fileName,targetWord,Sentence
WARW1900000874,깜깜,하지만 메마른 벌판에 들불이 빠르게 번지듯 땅에서 치솟는 오크들이 기사단이 우회할 길을 막기 시작하자 앞이 깜깜해졌다
WARW1900000874,깜깜,이렇게 시간만 보내는 동안 농노들이 모조리 잡아먹히거나 도망간다면 앞으로 어떻게 영지를 운영해야 할지 앞이 깜깜하답니다
WARW1900000875,깜깜,형주가 다시 눈을 떴을 땐 주위가 온통 깜깜했다
WARW1900000876,깜깜,컴컴한 오시레에서 깜깜한 이불 속에 웅크린 언니도 동생도 엄마도 아버지도 모두 나처럼 눈감고 두 손으로 눈과 귀를 죽어라 틀어막고 기다리고 있었다
WARW1900000879,깜깜,진짜 앞날이 깜깜하다
WARW1900000879,깜깜,눈앞이 깜깜하다는 기분이 바로 이런 걸까
WARW1900000880,깜깜,벌써부터 눈앞이 깜깜하다
WARW1900000887,깜깜,눈을 감자 깜깜한 심연이 입을 벌려 귀령을 집어삼킨 것처럼 그녀까지 끌어들이는 것 같았다
WARW1900000895,깜깜,비표를 했다고는 해도 깜깜해서 구분하기가 힘들었다
WARW1900000895,깜깜,밖은 깜깜했고 새벽 공기는 차가웠다
WARW1900000896,깜깜,물론 깜깜한 밤하늘이라 아무것도 보이진 않았지만 기분에 꽤 한참을 날은 것 같았다
WARW1900000896,깜깜,눈을 뜨니 사방이 깜깜했는데 강 풍수가 들고 있는 랜턴 불빛으로 봐선 여전히 그 동굴이었고 우린 바닥에 쓰러져 있었다
WARW1900000896,깜깜,주위를 둘러보니 깜깜하고 조용했다
WARW1900000896,깜깜,날은 이미 깜깜해져 있었다
WARW1900000898,깜깜,희망이 깜깜할 땐 살 맛도 안 났는데 말이다
WARW1900000898,깜깜,어느새 주위는 해가 완전히 저물어 깜깜했다
WARW1900000899,깜깜,그저 깜깜한 어둠뿐이었다
WARW1900000899,깜깜,불티가 날아오르는 깜깜한 밤하늘을 올려다보았다
WARW1900000899,깜깜,진짜 깜깜하군
WARW1900000899,깜깜,그저 깜깜했다
WARW1900000899,깜깜,사방이 깜깜했다
WARW1900000899,깜깜,구멍의 크기가 얼마만한 크기인지도 가늠하기 쉽지 않은 데다 사방이 워낙 깜깜하고 랜턴이 비춰지는 거리가 한계가 있으니
WARW1900000899,깜깜,다시 온통 깜깜한 어둠뿐이었다
WARW1900000899,깜깜,눈을 뜨고서도 워낙 빛이 없이 깜깜한 곳이라 어릿어릿했는데 한참을 그러고 있자 서서히 정신이 들었다
WARW1900000899,깜깜,그 깜깜한 어둠 앞으로 다들 몰려들었다
WARW1900000900,깜깜,바보 멍청이 엘프들은 그런 일에는 깜깜하다
WARW1900000900,깜깜,달도 없이 깜깜한 밤이다
WARW1900000902,깜깜,밖은 아직 깜깜하다
WARW1900000902,깜깜,절벽의 가파른 비탈을 불도 없이 깜깜한 밤에 빨리 내려온다는 건 죽으려고 환장한 짓거리다
WARW1900000903,깜깜,이미 날은 깜깜해져 있었다
WARW1900000903,깜깜,순간 새까만 어둠이 사방에서 몰려온 듯 눈앞이 깜깜해졌다
WARW1900000903,깜깜,여전히 사방은 깜깜한 어둠뿐이었다
WARW1900000903,깜깜,스크롤을 찢자 사방이 더욱 깜깜해지면서 하늘의 별도 사라졌다
WARW1900000904,깜깜,여고 시절 깜깜한 밤이면 갑자기 나타나서 코트를 확 열어 젖히는 바람에 사람 경기 들게 했던 바바리맨들에 대해 우리 여자들이 왜 그렇게 기겁을 하면서도 곧 까르르 웃어대는 관대함을 자랑했는지 알아
WARW1900000906,깜깜,막상 서지를 펼쳐놓고 보니 꺽정이에 대한 예언일 것이라는 막연한 추측뿐 피장이나 심의나 깜깜절벽이었다
WARW1900000906,깜깜,아양에 도착했을 때는 동네가 모두 잠든 깜깜한 한밤중이었다
WARW1900000907,깜깜,낙담을 하고 다시 고갯길을 넘을 때는 이미 날이 깜깜해진 뒤였다
WARW1900000907,깜깜,먹구름이 순식간에 붉게 타고 있는 해를 덮더니 벌건 대낮이 깜깜밤중처럼 어두워졌다
WARW1900000908,깜깜,뒤를 알고 나면 그리도 쉬운 것을 처음에는 사방 천지가 깜깜하여 그 궁리에 가슴이 터질 듯하였다
WARW1900000909,깜깜,또다시 몰려온 먹구름이 사방을 깜깜하게 덮어왔다
WARW1900000909,깜깜,온대지방의 매끈한 대나무와 달리 날카로운 가시가 달린 열대 대나무들이 출렁이는 깜깜한 밤중에 문을 열었다
WARW1900000910,깜깜,어디서부터 뒤져야 할지 깜깜하네요
WARW1900000921,깜깜,달마저 구름 뒤에 숨어버려 세상은 온통 깜깜했다
WARW1900000922,깜깜,도어 유리에 반짝 빛이 서리는가 싶더니 그것도 잠깐 룸 밖도 깜깜한 어둠이긴 마찬가지다
WARW1900000924,깜깜,노인은 바로 산의 아랫자락까지 사람들을 바래다주고는 다시 돌아섰는데 그 시간에 해가 져서 깜깜한 산길을 어떻게 다시 올라갔는지 아무도 알 수가 없었습니다
WARW1900000924,깜깜,주이단은 깜깜한 밤에 등불도 없이 혼자 바깥으로 나갔습니다
WARW1900000924,깜깜,그런데 사방은 온통 깜깜했습니다
WARW1900000938,깜깜,우리 배가 깜깜한 밤중에 폭풍우를 만나 헤매고 있을 때 우리를 항구 쪽으로 인도한 것이 바로 그 불빛이었소
WARW1900000946,깜깜,가지도 잎도 없는 마른 나무에 올라 혼자 놀기도 하고 깊은 숲에서 혼자 다니며 낄낄거리거나 마른 나무를 꺾어 짊어지고 다니다 깜깜한 집에 들어갔으나 문을 찾지 못해 헤매거나 돌 틈이나 바위 사이에 끼어 갇히기도 합니다
WARW1900000950,깜깜,겨우 찾은 한줄기 희망이 깜깜한 어둠 속으로 꼬리를 감추고 있었다
WARW1900000954,깜깜,그래서 밖이 깜깜한데도 집에 가서 자려고 수연네를 나왔지
WARW1900000955,깜깜,그날 나는 그가 시키는 대로 깜깜한 빗속을 죽어라 뛰었고 그리고 지금 손 검사 외삼촌의 처고모가 되는 집 뒤의 개집 앞에서 쓰러져 기절을 했어요
WARW1900000959,깜깜,단 하나의 별도 보이지 않는 깜깜한 하늘이었다
WARW1900000965,깜깜,아무 것도 보이지 않은 깜깜한 밤에 집을 찾아가는 것은 불가능하기 때문에 오늘은 근처에서 하룻밤을 더 지내야 할 것이라 생각했습니다
WARW1900000966,깜깜,집무실에 혼자 남은 할프만은 시스틴과 만나 이 말을 전할 생각을 하니 눈앞이 깜깜해지는 것을 느꼈다
WARW1900000990,깜깜,밖은 아직 깜깜한 밤이었습니다
WARW1900000991,깜깜,밖은 아직 깜깜한 밤이었습니다
WARW1900000993,깜깜,어둠 속의 바다 밑은 아무것도 보이지 않는 깜깜한 암흑이었다
WARW1900000993,깜깜,스켈레톤 상어는 깜깜한 바다 속 암초와 해초들을 피하며 잘도 동굴을 찾아내었다
WARW1900000997,깜깜,혹시 그를 잃을지도 모른다는 생각이 들자 눈앞이 깜깜해졌다
WARW1900001017,깜깜,동굴 속은 햇빛 한 줌 없이 깜깜했다
WARW1900001017,깜깜,누군가 천장에 솟아 있던 종유석과 부딪친 것 같은데 깜깜해서 알 수가 없었다
WARW1900001019,깜깜,평생 영물 쓸개나 긁어내느라고 강호의 소식에는 깜깜했던 불기와 천관은 추전의 설명을 듣고서야 흑풍객점이 어떤 곳인지 알았다
WARW1900001022,깜깜,아 깜깜해서 혼자 화장실 못 가는 거지
WARW1900001022,깜깜,너무 깜깜해서 무섭고 서글펐다
WARW1900001027,깜깜,소식이 너무 깜깜하구나
WARW1900001028,깜깜,층 창문은 깜깜했다
WARW1900001028,깜깜,뒤를 돌아보니 덕배 아저씨의 방은 다시 깜깜했다
WARW1900001029,깜깜,임금님은 깜깜해진 밤거리를 이리저리 둘러보다가 희미한 불빛이 새어 나오는 신기료장수의 가게를 보았습니다
WARW1900001037,깜깜,너처럼 소식이 깜깜한 녀석이 알지는 모르겠지만 연방은 이미 정상이 아냐
WARW1900001046,깜깜,그러다가 완전히 깜깜해지더니 다시 조금씩 밝아지기 시작했다
WARW1900001048,깜깜,눈앞이 깜깜해져서 그렇게 아득해져서 다리에마저 힘이 풀린다
WARW1900001048,깜깜,해가 뜨지 않은 것처럼 날이 밝아도 내 눈 앞은 깜깜해
WARW1900001048,깜깜,당신 아프면 그 때처럼 내 눈앞도 깜깜해져
WARW1900001048,깜깜,언제 들어올 지도 깜깜하고
WARW1900001049,깜깜,갑자기 나타난 영하가 혹 해빈의 존재를 알고 데려가는 것은 아닌지 한순간도 마음을 놓지 못했는데 이제는 자신의 가족마저도 해빈을 데려가겠다는 소리에 혜주는 앞이 깜깜해져왔다
WARW1900001049,깜깜,이 나이에 군대라니 앞길이 깜깜하다
WARW1900001050,깜깜,그리고 깜깜해야 할 거실에 환하게 불이 켜져 있는 게 이상했던 승현은 거실에서 누군가를 발견하고 그 자리에 그대로 굳어 버렸다
WARW1900001050,깜깜,시가 조금 넘은 시각이었지만 사방은 한밤중처럼 깜깜했다
WARW1900001050,깜깜,건물 밖으로 연결 되어 있는 계단은 조명도 없이 매우 깜깜했고 늦은 시간이라 지나다니는 사람도 없었다
WARW1900001050,깜깜,하영은 재빨리 깜깜한 구석에 몸을 감추었다
WARW1900001050,깜깜,급하게 코트만 대충 걸치고는 깜깜하게 불이 꺼진 거실을 지나 현관문을 열고 밖으로 뛰어 나가고 있었다
WARW1900001050,깜깜,전에는 깜깜한 실내에 들어서며 한 번도 쓸쓸하다거나 적막하단 생각을 해본 적은 한 번도 없었다
WARW1900001050,깜깜,그러나 지금 승현은 깜깜한 실내가 참을 수 없을 만큼 싫었다
WARW1900001050,깜깜,하지만 그것도 잠시 피곤한 여정 탓에 하영의 눈에 보이던 승현의 뒷모습은 점점 흐릿해지다가 깜깜해지기까지는 채 분도 걸리지 않았다
WARW1900001054,깜깜,훈융진첨사 신상절은 하루 밤낮을 군사들을 독려하며 죽기로 싸웠지만 사세가 이 지경에 이르자 눈앞이 깜깜했다
WARW1900001054,깜깜,오월 초하루 저녁이라 달도 없고 사방이 암흑 천지여서 망루에 밝힌 불과 간간이 붙여놓은 화톳불 외에는 세상이 온통 깜깜하다
WARW1900001057,깜깜,도대체 다른 길로 오기로 되어 있는 흑령주의 부대는 어찌하여 깜깜무소식이란 말인가
WARW1900001057,깜깜,눈앞이 깜깜해진 공야도는 소교주의 말투와 행동으로 보아 아무래도 살아남기는 글렀다고 생각했다
WARW1900001058,깜깜,그러나 오래 걸리지 않을 것이라 말하고 떠났던 교관은 외지에서 죽었는지 어쨌는지 깜깜 무소식이자 그들 자체적으로 뜀뛰기 이외에 시간을 나누어 오전에는 뜀뛰기
WARW1900001058,깜깜,그러나 작동해야 할 기관이 깜깜 무소식이자 설마 자신에게 거짓말을 하고 비밀통로를 파괴한 것은 아닐까 하는 초조함에 안절부절을 못했는데 마침 그때 기관이 작동했다
WARW1900001059,깜깜,이제 곧 죽을 거란 생각만 해도 눈앞이 깜깜할 텐데 그딴 거에 신경을 쓸 여력이 어디 있겠어
WARW1900001059,깜깜,그자가 와야 거기에 맞게 대처를 하더라도 할 텐데 이건 뭐 깜깜무소식이었다
WARW1900001061,깜깜,전방이 깜깜해서 어쩔 수 없이 배당된 횃불을 켜고 신법을 시전한 동천은 처음엔 거리감 조절에 실패하여 하마터면 그대로 꼬꾸라질 뻔했다
WARW1900001067,깜깜,이제 용호방이 되었든 아니면 관아에서든 우르르 몰려와서 자신의 목을 댕강 칠 생각을 하니 눈앞이 깜깜해져 홀로 진짜 미친 사람처럼 울고 웃다 밤하늘에 별을 향해 허공에 주먹질도 해보는 기영이었다
WARW1900001069,깜깜,서기영의 눈에는 깜깜한 밤에 제 손바닥이 보이지 않아도 그 손바닥 위에 핏빛 혈인 이 선명하게 보이는 것 같았다
WARW1900001070,깜깜,영호랑은 눈앞이 깜깜해졌다
WARW1900001071,깜깜,하늘엔 별들만 총총히 박혀 있는 깜깜한 그믐밤이었다
WARW1900001079,깜깜,반지하라서 달빛도 별빛도 비치지 않아 깜깜한 어둠만이 네모 반듯한 상자 안에 꽉 들어차 있는 느낌이었다
WARW1900001079,깜깜,그 깜깜한 어둠을 흔드는 건 아빠의 코 고는 소리였다
WARW1900001082,깜깜,그나저나 이 양반은 어디로 싸돌아다니기에 깜깜무소식이야
WARW1900001082,깜깜,해 속은 깜깜했다
WARW1900001085,깜깜,방 안이 갑자기 깜깜하여지자 창문만 히슥하였다
WARW1900001085,깜깜,동풍이 몹시 이는 때면 불기둥은 서편으로 서풍이 몹시 부는 때면 불기둥은 동으로 쏠려서 모진 소리를 치고 검은 연기를 뿜다가도 동서풍이 어울치면 축융 의 붉은 혓발은 하늘하늘 염염이 타올라서 차디찬 별 억만 년 변함이 없을 듯하던 별까지 녹아 내릴 것 같이 검은 연기는 하늘을 덮고 붉은빛은 깜깜하던 골짜기에 차 흘러서 어둠을 기회로 모여들었던 온갖 요귀를 몰아내는 것 같다
WARW1900001087,깜깜,밖은 아까보다 조금 더 깜깜해져 있었습니다
WARW1900001087,깜깜,정신을 차리고 보니까 사방이 깜깜했다
WARW1900001093,깜깜,세상은 온통 깜깜한 암흑천지였다
WARW1900001093,깜깜,정각은 점점 더 깜깜해져 가는 세상을 보며 잠시 고개를 갸우뚱했다
WARW1900001094,깜깜,앞이 깜깜하겠다고요
WARW1900001104,깜깜,신승이라고 이름난 학일은 그만 앞이 깜깜했다
WARW1900001107,깜깜,오기만 하면 생각날 줄 알았더니 더 깜깜하네
WARW1900001108,깜깜,온통 눈과 얼음으로 뒤덮인 채 줄곧 깜깜한 밤만 이어진다는 고향의 겨울 얼음보다도 차가운 삭풍만이 기승을 부릴 뿐 물 한 방울 풀뿌리 하나 찾아볼 수 없다는 삭막한 겨울 아득한 전설처럼 말로만 전해들었지
WARW1900001109,깜깜,그것도 깜깜한 밤에 말입니다
WARW1900001112,깜깜,할머니의 혼이 이 깜깜한 어둠 저 편에서 할아버지와 저를 보고 있을지도 모른다 그런 생각이 들자 현우는 온몸에 소름이 오싹 돋았다
WARW1900001113,깜깜,어떤 애가 이렇게 깜깜한 밤에 눈을 말똥말똥 뜨고 있는다니
WARW1900001113,깜깜,밖은 이미 깜깜해졌지만 정아는 어린 나무들이 걱정스러워서 도통 잠이 오지 않았다
WARW1900001118,깜깜,갑자기 온 천지가 깜깜해졌다
WARW1900001119,깜깜,황제는 깜깜 깨닫지 못한다
WARW1900001119,깜깜,대낮인데도 천지가 깜깜했다
WARW1900001121,깜깜,주위는 조용하고 깜깜하다
WARW1900001121,깜깜,하늘을 올려다보았으나 별 하나 없이 깜깜했다
WARW1900001131,깜깜,사방은 깜깜했고 어디선가 을씨년스런 산짐승 울음소리가 고요하게 들려 왔다
WARW1900001132,깜깜,칠흑같이 깜깜한 밤이었어요
WARW1900001133,깜깜,수 꿀꺽 삼켜버리고는 깜깜무소식인기라
WARW1900001154,깜깜,바깥은 깜깜하게 어두웠다
WARW1900001157,깜깜,검은 도화지처럼 깜깜한 밤
WARW1900001163,깜깜,온 세상은 먹칠을 해놓은 듯 깜깜했고 한손에 손전 등을 들고 한손은 어머님의 팔짱을 끼고 좁은 산길을 지름길로 갈라치면 바람에 흩날리는 나무가지는 섬짓하도록 다가오고 내 발자국 소리에 등골이 오싹함을 느끼면서도 태연한척 걸었다
WARW1900001175,깜깜,이 곳은 수도하는 도량이기 때문에 부녀들이 출입하여 더럽혀서는 안되지마는 궁벽한 산골인데다가 깜깜한 밤인데 어찌 문전박대를 하리오
WARW1900001176,깜깜,아직 세상사는 지혜에는 눈이 깜깜한 상태였지요
WARW1900001177,깜깜,오늘은 전표를 만지지 못한다고 생각을 하자 그녀는 눈앞이 지옥 불처럼 깜깜했던 것이다
WARW1900001179,깜깜,종구는 마치 눈앞에 장막이 막아서는 듯한 깜깜한 느낌에 휩싸였다
WARW1900001179,깜깜,유끼짱은 길이 없어 눈앞이 깜깜 했지만 상심하는 딸을 위하여 이렇게 말하지 않을 수가 없었다
WARW1900001180,깜깜,삼식이는 반가움보다는 눈앞이 깜깜해졌다
WARW1900001180,깜깜,그런데도 머릿속은 여전히 깜깜한 어둠뿐이다
WARW1900001180,깜깜,그는 자신이 그 일본인을 살해했다는 진술만을 숨기고 나면 하시모토에게서 무사할 수도 있을 것이라는 기미가 희미하게나마 절망의 깜깜한 바다 저편 끝에서 보여졌던 것이다
WARW1900001187,깜깜,앞날이 깜깜하다
WARW1900001190,깜깜,누가 보면 미친놈이라고 할지도 모르는 행위 난간에 기대어서 깜깜한 밤하늘에 대고 혼자 주절주절 떠들어대는 것 를 플루토는 은근히 즐겼다
WARW1900001197,깜깜,그 소리의 메아리가 깜깜한 지하도의 안쪽으로 빨려들어가자 또다시 자박 자박 자박 하는 기분 나쁜 소리가 가까이 다가왔다
WARW1900001197,깜깜,우선 깜깜한 방안에 불을 밝히고 팔을 한껏 늘여 소형 냉장고 안의 생수를 꺼내어 벌컥벌컥 들이켰다
WARW1900001198,깜깜,역장관사로 돌아오자 벌써 년째나 신장염으로 앓아 누워 있는 아내가 벌써 소문을 듣고 깜깜한 마당 한가운데 서서 준식이 걱정을 늘어놓았다
WARW1900001198,깜깜,그라제마는 나같은 소식 깜깜한 여편네는 그런 것도 당최 몰랐고 또 설사 알았었다고 치드래도 무어 배운 것 없고 말 주변머리도 없어 놓으니 그래도 뒤늦게사 조까 후회도 되등만
WARW1900001198,깜깜,첫눈에 그냥 눈앞이 깜깜하등만
WARW1900001198,깜깜,여긴 완전히 깜깜절벽이구나
WARW1900001207,깜깜,노깡 속이 깜깜했다
WARW1900001207,깜깜,그는 지게꾼의 코 고는 소리를 가늠하며 깜깜한 노깡 속으로 살금살금 기어들어갔다
WARW1900001207,깜깜,아이를 낳겠다고 고집을 부렸지만 내가 생각해도 신세가 암담한데 아줌마가 보면 내 앞날이 얼마나 깜깜하겠수
WARW1900001207,깜깜,하고 문걸이는 깜깜한 밤하늘을 올려다보았다
WARW1900001207,깜깜,문걸이는 깜깜한 밤하늘로 고개를 쳐들고 어깨를 흔들며 팔과 손가락을 번갈아 주물렀다
WARW1900001208,깜깜,산 아래 동네가 깜깜했다
WARW1900001208,깜깜,방 안에 먹물이 들어차듯 깜깜했다
WARW1900001209,깜깜,후암동 고아원으로 택시를 타고 넘어갔던 기님이가 돌아온 것은 골목이 깜깜하게 어두워진 후였다
WARW1900001209,깜깜,창문이 깜깜하게 어두워지고 있었다
WARW1900001209,깜깜,세상이 아무것도 보이지 않게 깜깜하고 막막한 벌판에 외로이 홀로 서 있는 느낌이었다
WARW1900001209,깜깜,너른 아스팔트 광장은 주위의 전등 불빛이 흐릿하게 번져 있고 저편은 여전히 깜깜한 밤중이었다
WARW1900001210,깜깜,생각만으로도 눈앞이 깜깜해지자 그녀는 새삼 자신의 감정이 심각하게 형민에게 기울어 있음을 깨달았다
WARW1900001210,깜깜,그렇지만 이어지는 성진의 혼잣말로 인해 그녀는 갑자기 눈앞이 깜깜해지는 것을 느꼈다
WARW1900001210,깜깜,한 쪽 다리로 체중을 지탱하게 된 탓도 있었지만 그녀의 내부를 강하게 헤집는 형민의 손가락을 느낀 순간 앞이 깜깜해지며 노래졌기 때문이었다
WARW1900001210,깜깜,경아는 앞이 깜깜해지는 것을 느꼈다
WARW1900001215,깜깜,은서는 깜깜한 방 같은 그의 입이 소주를 탁 털어 넣는 모습을 망연히 지켜보았다
WARW1900001219,깜깜,그러면 마음은 온통 까맣게 돼버린 모니터처럼 깜깜해져 버리곤 했다
WARW1900001219,깜깜,때로는 너무 깜깜한 때로는 눈을 못 뜰 정도로 강렬한 빛
WARW1900001219,깜깜,다만 그것은 깜깜한 어둠 속 칼날처럼 한 가닥 흰빛을 날카롭게 전해 주었을 뿐이었다
WARW1900001221,깜깜,하지만 그의 직업이나 학력에 대해선 깜깜이었는데 힘들여 조사하고 말 것도 없이 저런 외설적인 꼬락서니만 봐서도 그의 살아온 인생행로가 훤히 보이는 것 같았다
WARW1900001221,깜깜,그리고는 잔뜩 들뜬 걸음으로 마당을 내려서다 밖이 칠흑처럼 깜깜해진 것을 발견했다
WARW1900001224,깜깜,순식간에 세상이 깜깜한 어둠 속으로 잠겼다
WARW1900001224,깜깜,모든 게 깜깜하기만 할 뿐이었다
WARW1900001231,깜깜,하늘이 깜깜하다
WARW1900001231,깜깜,뒤척거리며 일어나 보니 어느새 밖은 깜깜한 어둠으로 뒤덮여있었다
WARW1900001231,깜깜,얼마나 맞았는지 아니면 얼마나 저 호프집에서 있었는지 바깥은 깜깜한 어둠이 내려앉아 있었고 콧노래를 신나게 부르며 차에 시동을 키는 놈의 기척이 느껴졌을 땐 난 밀려오는 아픔에 또다시 두 눈을 감을 수밖에 없었다
WARW1900001231,깜깜,눈물 흔적이 그대로 찍힌 내 뺨 위로 시원한 바람이 스쳐 지나가고 밤하늘은 별 하나 선물해주기는커녕 그저 깜깜한 어둠만을 지그시 날 향해 뿌려줄 뿐이었다
WARW1900001231,깜깜,어떠한 말을 해야 할 지 눈앞에 깜깜했던 나는 무작정 주머니에서 그 의문의 사진을 꺼내 대뜸 이온이를 향해 내밀어버렸다
WARW1900001232,깜깜,온통 깜깜한 어둠이 내려 그 아래로 깊이를 알 수 없는 흰 연기만 보일 뿐이었다
WARW1900001232,깜깜,오늘따라 하늘이 더 깜깜하게 날 비쳐 내리고 있었다
WARW1900001236,깜깜,거실이 깜깜했다
WARW1900001236,깜깜,벌써 해가 지고 깜깜해진 지 오래다
WARW1900001240,깜깜,갑자기 전깃불이 희미해지더니 갱 안이 순식간에 깜깜해졌다
WARW1900001243,깜깜,경영학을 전공한 박용철과 공대 출신인 임대석은 앞이 깜깜했다
WARW1900001246,깜깜,어느 날 찾아온 손님을 따라 훌쩍 나가서는 소식이 깜깜하더라꼬
WARW1900001250,깜깜,빗줄기가 너무 거세면 사방이 온통 깜깜해져서 내가 어디에 서 있는지 내가 어디로 가야할지 보이지 않아요
WARW1900001250,깜깜,자신의 의지를 깜깜하게 내보이지 않는 지서가 은서를 불안하게 만든다
WARW1900001255,깜깜,여태까지 기억이 깜깜했던 그 여자가 어제 자기 아들이 눈앞에 나타나니까 글쎄 기억을 번쩍 되찾았다는 거 아니겠어요
WARW1900001257,깜깜,늦게 가면 또 겁 많은 늬 에미 깜깜한 어둠 속에서 오들오들 떰시로 기다리게 허고 으냐
WARW1900001257,깜깜,심지불도 못 쓰고 깜깜헌 움막에 에미 혼자 있기가 무섭단다
WARW1900001257,깜깜,그들은 달이 뜨지 않은 깜깜한 밤에도 만났다
WARW1900001257,깜깜,그들은 움집 밖 소나무 그루터기에 앉아 깜깜한 바다를 바라보고 있었다
WARW1900001257,깜깜,도림은 깜깜해서야 집에 당도했다
WARW1900001257,깜깜,날이 어두워 밖에 나가지 못하고 깜깜한 마당에서 남편을 기다리고 있던 중이었다
WARW1900001257,깜깜,장차 닥쳐올 일을 생각하니 눈앞이 깜깜해졌다
WARW1900001257,깜깜,이 정신머리없는 것들아 어쩌자고 깜깜하도록 겁도 없이 싸질러 댕기는 거여
WARW1900001257,깜깜,아이구 깜깜해라
WARW1900001257,깜깜,염한이 아자씨는 왜 불을 끄고 깜깜헌 방에서 술을 마시는 그라우
WARW1900001257,깜깜,밤에 달마저 안 뜨면 을매나 깜깜허겄어요
WARW1900001257,깜깜,질로질로 보고 을 때는 깜깜헌 밤이어야
WARW1900001259,깜깜,이래가지고서는 그렇지 않아도 타 문학에게 문학도 아니라고 모욕당하는 낙서 문학의 미래는 깜깜하다
WARW1900001259,깜깜,그래도 왔으니 뭐든 써보기는 해야겠는데 통일 언론 말할 때는 그렇게나 쉬웠던 게 글로 쓰려 하니 이토록 깜깜할 수가
WARW1900001261,깜깜,바다가 앗아간 서방이 정녕 살아 돌아올 수 없다면 아닌 말로 뉘 보는 이 없는 깜깜한 방죽에서 힘 좋은 사내에게 겁탈이라도 당했으면 싶었다
WARW1900001261,깜깜,그는 비가 그쳐주기를 바라며 깜깜한 하늘을 보았다
WARW1900001261,깜깜,일행이 읍내 학산리로 들어서자 날은 깜깜했다
WARW1900001261,깜깜,소상과 한식 성묘 불참을 사죄하는 데는 친정 부모가 가까이 없음이 낫겠거니 생각했는데 기어코 비밀이 터지고 말았으니 누구 고자질을 따지기 전 앞일이 깜깜절벽이었다
WARW1900001261,깜깜,달도 없는 깜깜한 하늘에는 별무리만 싸라기로 떨어질 듯 오돌져 반짝였다
WARW1900001261,깜깜,잠결에도 따라나서겠다더니 문단속은 안 했군 하며 그네는 깜깜한 방 안으로 들어섰다
WARW1900001261,깜깜,일행이 표충사로 돌아왔을 때는 사방이 깜깜해진 뒤였다
WARW1900001261,깜깜,주율이 교무승 처소의 방문을 여니 방 안이 깜깜했다
WARW1900001261,깜깜,구례 마을을 지났을 때는 사방이 깜깜했으나 달이 뜨자 뚫린 길이 윤곽을 드러냈다
WARW1900001261,깜깜,사위가 깜깜하고 조용했다
WARW1900001261,깜깜,그러기에 너는 깜깜한 고난 속을 헤맨다
WARW1900001261,깜깜,쏟아지는 빗발과 더불어 사위가 깜깜해졌다
WARW1900001262,깜깜,곽돌이 고하골 백 군수 댁에 이르기는 사방이 깜깜해진 뒤였다
WARW1900001262,깜깜,한 초시에게 의연에 따른 통고문을 전달하기 위해 일행 다섯이 백립초당에 합류하기는 깜깜해진 뒤였다
WARW1900001262,깜깜,음력 스무나흘 달도 여위어 사위가 깜깜했다
WARW1900001262,깜깜,댓 평 너비의 취조실은 창이 없어 깜깜했다
WARW1900001262,깜깜,너르네는 별빛만 초롱한 깜깜한 오솔길을 더듬어 어떻게 표충사에 도착했는지 자신도 알 수 없었다
WARW1900001262,깜깜,그런 깜깜한 절망을 눈앞에 목격하더라도 이 땅에 씨 뿌리며 대대로 살아온 백성이라면 어찌 싸우지 않고 앉아서 당하고만 죽으랴
WARW1900001262,깜깜,말이 그렇지 깜깜한 좁은 감방에 혼자 허구한 날을 보낸다고 생각해 봐라
WARW1900001262,깜깜,방장실이 깜깜했다
WARW1900001262,깜깜,담력이 센 놈이라 담을 넘어 뒷산으로 튄다면 깜깜한 밤이라 생포가 어려울 겁니다
WARW1900001262,깜깜,석주율이 거적문을 들쳤으나 바깥이 깜깜해 마당귀에 웅크려 앉은 사람 모습만 어렴풋이 보였다
WARW1900001262,깜깜,짧은 해가 지고 사위가 깜깜해졌다
WARW1900001262,깜깜,음력 열이레라면 달이 좋을 텐데 숲이 짙어 사방이 깜깜했다
WARW1900001263,깜깜,석주율은 눈앞을 스쳐가는 깜깜한 허공을 보았다
WARW1900001263,깜깜,일정표가 발표되자 충성대원들은 오후 여덟시까지 작업한다면 깜깜해지고도 한참 뒤라며 밤중에 무슨 일을 어떻게 하느냐며 쑥덕거렸다
WARW1900001263,깜깜,토굴 안은 깜깜했다
WARW1900001263,깜깜,어쨌든 엄동에 깜깜한 운동장을 일백 바퀴씩 뜀박질시키지 않나 공모자를 찾는다고 개별심문과 고문 끝에 결국 사망자까지 생기지 않았소
WARW1900001263,깜깜,이미 달이 져버려 사위는 깜깜했고 산천을 뒤흔드는 바람 소리만 휘휘로웠다
WARW1900001263,깜깜,석주율은 밝은 곳에 있다 갑자기 들어왔으므로 눈앞이 깜깜했다
WARW1900001263,깜깜,구 서방이 깜깜하기 전에 어서 돌아가라고 채근했으나 잿마루 넘어 있는 새인리 아이들은 들은 척도 않았다
WARW1900001263,깜깜,지척을 분별할 수 없게 깜깜한 독방에 그는 가부좌했다
WARW1900001263,깜깜,그 시간 깜깜한 독거 감방에서는 김기조가 석주율을 상대로 연방 말을 걸고 있었다
WARW1900001263,깜깜,김기조 말이 끝났을 때 사방이 어스레해지더니 금세 장바닥이 깜깜해졌다
WARW1900001263,깜깜,신만준 사택까지 오자 담 너머로 집안을 들여다보니 방문마다 불을 꺼서 깜깜했다
